code,ts_code,symbol,name,area,industry,list_date,on_market_days,date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,volume_ratio_perc_rank,total_mv_perc_rank,circ_mv_perc_rank,pe_perc_rank,pe_ttm_perc_rank,ps_ttm_perc_rank,turnover_rate_f_perc_rank,name_x,roe,roa,total_profit,net_profit,free_cashflow,total_revenue,total_assets,total_liab,ebit,ebitda,netdebt,fcff,fcfe,name_year1,roe_year1,roa_year1,total_profit_year1,net_profit_year1,free_cashflow_year1,total_revenue_year1,total_assets_year1,total_liab_year1,ebit_year1,ebitda_year1,netdebt_year1,fcff_year1,fcfe_year1,ev,ev_ebitda_ratio,ev_ebitda_ratio_rank,total_mv_net_profit_ratio,total_mv_net_profit_ratio_rank
SZ300159,300159.SZ,300159,新研股份,新疆,航空,20110107,3938,20211019,5.89,10.8405,12.3836,0.0,0.0,0.0,6.7478,7.9459,8.3891,0.0,0.0,149036.0202,142046.8655,124346.8765,877822.159,836656.0378,0.0,0.638425617078052,0.7000222370469201,0.0,0.0,0.8174126029837453,0.9539693128752502,新研股份,-90.6872,-36.8768,-2492007003.13,-2642353439.54,484343971.14,1104741976.59,5046118864.76,3241977135.0,-285956515.17,-41410523.53,1670518371.39,484343971.14,456383148.26,新研股份,-37.6479,-22.0566,-2068730452.39,-2017598198.22,706141741.57,1249997905.02,7722350696.43,3250690823.68,62943865.94,280985742.14,1756732278.28,706141741.57,402687936.93,10448739961.39,-252.3208853860631,0.0152986886838271,-3.322122415057456,0.1279747450218552
SZ300168,300168.SZ,300168,万达信息,上海,软件服务,20110125,3920,20211019,12.39,0.778,1.0817,0.0,0.0,0.0,9.7323,4.8912,3.71,0.0,0.0,118758.4762,118610.155,85316.308,1471417.5201,1469579.8205,0.0,0.7513898154325106,0.8049810985101179,0.0,0.0,0.5490981963927856,0.2728485657104736,万达信息,-59.3034,-15.5821,-1274909701.17,-1285783427.12,817479957.8,3008271072.45,6978310099.38,5492123359.97,-1083400243.23,-745586965.75,1616857727.29,817479957.8,530641484.56,万达信息,-42.8342,-15.7597,-1390635391.58,-1402398937.08,-330389159.0,2124500987.29,7614024078.87,4701919026.0,-1123763950.65,-820230993.03,2205339455.66,-330389159.0,-478945899.54,16331032928.29,-21.903592308460365,0.0684798445847498,-11.44374308351289,0.0791646430305973
SZ300169,300169.SZ,300169,天晟新材,江苏,塑料,20110125,3920,20211019,7.29,1.5467,1.9178,0.0,0.0,0.0,3.8236,2.6597,2.6447,0.0,0.0,32598.434,30001.2507,24197.014,237642.5839,218709.1176,0.0,0.126973537914165,0.2617300422503891,0.0,0.0,0.4221776887107548,0.5043362241494329,天晟新材,-37.3162,-14.0217,-287361053.41,-285587705.53,103304633.11,893503343.74,1729466473.59,1111315313.24,-54323842.11,3562727.33,418767804.01,103304633.11,27556351.6,天晟新材,-27.4381,-12.3,-279511028.7,-288730471.58,114723182.0,893508335.61,1822544072.89,915554255.75,-77379865.64,-16080479.8,284706408.88,114723182.0,108696814.62,2795193643.01,784.5656947903449,0.9953861097620204,-8.321176972901464,0.093977659057795
SZ300178,300178.SZ,300178,*ST腾邦,深圳,旅游服务,20110215,3899,20211019,2.89,1.8245,2.2946,0.0,0.0,0.0,16.2497,3.2687,1.2826,0.0,0.0,61650.8293,58751.368,46716.2597,178170.8967,169791.4535,0.0,0.0460306871247498,0.1810095619301756,0.0,0.0,0.1912714317523936,0.5783855903935957,*ST腾邦,-123.3155,-15.9537,-1172700590.55,-1186690291.81,569366450.52,545075298.38,4792506227.7,4635524896.68,-184071992.13,-141901502.17,2969615368.79,569366450.52,178018488.96,*ST腾邦,-74.8304,-18.8409,-1745960347.15,-1769564939.07,444273696.74,3296995453.66,6519405740.8,5176643246.61,-324634968.81,-261040287.58,2924051407.35,444273696.74,346521969.5,4751324335.79,-33.48325608348985,0.0560951918406993,-1.501410249410946,0.1408450704225352
SZ300182,300182.SZ,300182,捷成股份,北京,影视音像,20110222,3892,20211019,4.35,1.837,1.9807,0.0,0.0,0.0,1.7039,3.5181,3.0122,0.0,0.0,257496.0807,209246.5398,194066.417,1120107.951,910222.4481,0.0,0.6977985323549033,0.7158105403602402,0.0,0.0,0.4709418837675351,0.5194574160551478,捷成股份,-17.9701,-9.5841,-1277627557.37,-1230222817.4,1723386112.13,3183822102.4,10727528995.85,4326193429.58,-94640314.08,1377094656.78,1446443344.75,1723386112.13,1238644307.6,捷成股份,-27.6231,-14.9753,-2339952578.3,-2381965890.53,2587971193.09,3605090213.4,12733276437.52,5300561320.76,356873594.34,2501609618.18,1998857145.25,2587971193.09,1878238338.57,12647522854.749998,9.184207340055435,0.2243807673627974,-9.10491932971361,0.0896066051481301
SZ300189,300189.SZ,300189,神农科技,海南,种植业,20110316,3870,20211019,4.78,3.2035,4.0306,0.0,0.0,0.0,5.3507,37.8355,31.9894,0.0,0.0,102400.0,96304.9748,76542.5569,489472.0,460337.7795,0.0,0.4345118968201023,0.5330220146764509,0.0,0.0,0.974615898463594,0.7658438959306204,神农科技,-11.9513,-10.9244,-122088534.68,-122185147.38,-45083054.21,129368353.32,1105393533.35,96638346.55,-37444663.28,-12616178.98,-186612179.14,-45083054.21,-44343054.21,神农科技,-26.9239,-25.7769,-337052124.01,-338021069.24,22695431.63,112458427.26,1122177083.34,77326373.56,-143606895.65,-119106067.39,-103918591.53,22695431.63,22695431.63,4708107820.86,-373.18017034504686,0.010199125789218,-40.05986083379884,0.0388538125303545
SZ300195,300195.SZ,300195,长荣股份,天津,轻工机械,20110329,3857,20211019,6.23,2.4742,2.6564,0.0,0.0,0.0,0.9568,2.1559,2.0216,0.0,0.0,42338.7356,31343.9381,29193.5131,263770.3228,195272.7344,0.0,0.1661107404936624,0.2217033577940849,0.0,0.0,0.3308839902026275,0.6337558372248165,长荣股份,-3.4977,0.2436,-84769821.17,-84574024.86,-33222833.95,1223495788.7,6223999787.04,3427819959.92,76425475.63,193667419.37,1863750362.11,-33222833.95,173901928.43,长荣股份,-21.9184,-11.6917,-688739927.2,-695137936.48,353085434.82,1292211370.36,5248850304.15,2343008369.93,-5274117.03,107449254.8,826028315.51,353085434.82,501233583.99,4501453590.11,23.243215636131392,0.6012627489072365,-31.188100984508356,0.046138902379796
SZ300199,300199.SZ,300199,翰宇药业,深圳,化学制药,20110407,3848,20211019,5.29,0.568,0.7864,0.0,0.0,0.0,3.0056,6.7208,7.4883,0.0,0.0,91692.704,62940.4372,45458.9066,485054.4042,332954.9128,0.0,0.4311763397820769,0.4147209250611519,0.0,0.0,0.7931418392340236,0.1619968868134312,翰宇药业,-31.5294,-12.3347,-588237635.69,-609297851.6,181066680.18,721723507.86,4020327051.3,2342419871.59,-84843231.99,23839868.01,1494170391.62,181066680.18,96859688.03,翰宇药业,-31.4872,-16.2799,-891317765.07,-884791904.86,-559657588.93,614191475.23,4724748498.87,2491661693.71,-440307901.3,-334761496.66,1206045166.4,-559657588.93,-301104665.72,6344714433.62,266.1388238793357,0.985429820301117,-7.960875012545342,0.095677513355998
SZ300208,300208.SZ,300208,青岛中程,山东,电气设备,20110426,3829,20211019,12.52,4.1696,8.7667,0.0,0.0,0.0,7.0513,32.4136,9.7161,0.0,0.0,74947.5,68739.4322,32694.2455,938342.7,860617.6911,0.0,0.6564376250833889,0.7042472759617523,0.0,0.0,0.8463593854375417,0.9161663331109628,青岛中程,-25.2311,-7.2629,-501201490.64,-396118617.97,-86919203.39,289490339.27,4600691210.48,3200317497.05,-346788882.15,-324522311.01,1387201764.28,-86919203.39,-94243799.79,青岛中程,-13.0529,-4.8349,-364206247.15,-271857666.01,-838276937.56,757037879.84,5746807951.29,3864284350.37,-172417932.7,-146555152.84,1043530700.46,-838276937.56,323827572.84,10770628764.28,-33.18917805915695,0.0565808644973288,-23.688427088046268,0.0558523555123846
SZ300222,300222.SZ,300222,科大智能,上海,电气设备,20110525,3800,20211019,12.1,4.7542,5.6036,0.0,0.0,0.0,3.9453,3.4475,3.2681,0.0,0.0,78024.2234,55632.8918,47199.6429,944093.1031,673157.9908,0.0,0.6577718478985991,0.6482099177229264,0.0,0.0,0.4989979959919839,0.8394485212363798,科大智能,-16.1219,-3.4277,-235668830.27,-253265340.37,588427769.46,2738452917.91,5575697384.21,3901729978.18,-97315975.18,-31805453.64,323595623.71,588427769.46,-98290765.32,科大智能,-82.4953,-36.1471,-2623281839.0,-2631885483.21,-803605583.96,2313318986.27,6359094759.7,4365620613.46,-850755828.15,-785056776.14,790540335.6,-803605583.96,6525867.14,9764526654.71,-307.00793534444927,0.011898980087421,-37.276837869751816,0.0405536668285575
SZ300247,300247.SZ,300247,融捷健康,安徽,医疗保健,20110729,3735,20211019,3.25,1.2548,1.5833,0.0,0.0,0.0,3.2116,5.0831,4.7892,0.0,0.0,80404.0313,80302.7813,63644.4063,261313.1017,260984.0392,0.0,0.1614409606404269,0.3231042917500556,0.0,0.0,0.6470719216210198,0.4280631532132533,融捷健康,-7.8038,-4.3592,-45562971.36,-55282624.97,63154650.3,514081347.52,956578278.65,125269842.33,247531.92,18930967.42,-159988349.28,63154650.3,38154650.3,融捷健康,-58.156,-45.6651,-722921352.91,-721928862.32,50217229.95,730153384.04,1134527481.31,244007113.84,-174759529.24,-141494289.58,-55252752.8,50217229.95,-44782770.05,2453142667.72,129.58358721426606,0.9567751335599806,-47.2685770333456,0.0337542496357455
SZ300249,300249.SZ,300249,依米康,四川,软件服务,20110803,3730,20211019,6.83,2.8308,3.2802,0.0,0.0,0.0,4.6721,2.2202,2.1917,0.0,0.0,43747.0194,31950.4718,27573.5227,298792.1425,218221.7224,0.0,0.2170335779408494,0.2606181899043807,0.0,0.0,0.357604097083055,0.7062486101845675,依米康,-23.6445,-6.5858,-222861788.33,-216910884.76,26562891.58,1345760248.92,2884136561.37,2119809151.48,-71583480.64,2964415.05,566043715.77,26562891.58,341278776.43,依米康,0.416,1.3756,-4868580.0,-2753048.17,-126496931.88,1179354900.26,2811358815.34,1832874984.98,52827197.08,83296952.35,411709932.34,-126496931.88,-37700497.97,3553965140.77,1198.8756907606444,0.996600291403594,-13.77488007716151,0.0723652258377853
SZ300254,300254.SZ,300254,仟源医药,山西,化学制药,20110819,3714,20211019,6.29,0.7131,0.7837,0.0,0.0,0.0,2.1081,1.6908,1.5735,0.0,0.0,22797.0921,21229.3955,19317.1073,143393.7093,133532.8977,0.0,0.0155659328441183,0.1238603513453413,0.0,0.0,0.2527276775773769,0.1607738492328218,仟源医药,-34.9129,-13.613,-298387008.92,-280571070.56,1968104.11,848072527.7,1800518724.44,927906148.41,-181012956.82,-115328057.47,146656594.5,1968104.11,-16467385.88,仟源医药,0.656,1.1279,1894462.55,-1777386.91,42124736.3462,1131801411.2,1802029245.48,869426545.3,-7804244.54,45432236.1,209858509.54,42124736.3462,130424736.3462,1580593687.4999998,-13.70519648188088,0.0779504613890238,-5.110780274452255,0.113647401651287
SZ300264,300264.SZ,300264,佳创视讯,深圳,通信设备,20110916,3686,20211019,6.04,11.7524,12.5228,0.0,0.0,0.0,11.3126,19.63,18.9524,0.0,0.0,41310.0,33756.9775,31680.2108,249512.4,203892.1441,0.0,0.1447631754503002,0.2372692906382032,0.0,0.0,0.9418837675350702,0.9546364242828552,佳创视讯,-17.7242,-8.1695,-38851939.81,-48963930.78,-21026203.93,127107789.21,393783428.59,147988535.89,-34578313.77,-23429948.84,25897057.36,-21026203.93,-16026203.93,佳创视讯,-36.8272,-23.7287,-159659660.05,-160791608.94,19626734.83,164272181.33,488422957.5,179342611.41,-54046128.13,-35705509.7,-4908122.55,19626734.83,-4651379.76,2521021057.36,-107.59823141636872,0.0291403593977659,-50.95840877667379,0.0313258863525983
SZ300268,300268.SZ,300268,佳沃食品,湖南,农业综合,20110927,3675,20211019,22.23,6.3433,9.0555,0.0,0.0,0.0,0.0,0.8558,0.8218,0.0,0.0,17420.0,13377.4275,9370.8356,387246.6,297380.2133,0.0,0.3291082944185012,0.3678007560595953,0.0,0.0,0.1071030950790469,0.9210584834334,佳沃食品,-142.3873,-6.2402,-1098205342.57,-864890960.57,-1690357115.44,4525007475.06,11006213936.23,9609762794.89,-631629357.86,-622682838.82,5205476638.65,-1690357115.44,-1623026465.93,佳沃食品,-81.2326,0.2741,-215797339.03,-148471782.46,792989433.45,3427737434.19,11640343726.17,10922416159.99,2573789.11,133437131.68,5141452991.97,792989433.45,5198249725.24,9077942638.65,-14.57875835449863,0.0764934434191355,-4.477403715085518,0.1192326372025255
SZ300269,300269.SZ,300269,ST联建,深圳,半导体,20111012,3660,20211019,3.24,1.0722,1.2714,0.0,0.0,0.0,9.756,1.5914,1.7263,0.0,0.0,55750.9174,38992.1202,32884.1091,180632.9724,126334.4694,0.0,0.0493662441627751,0.1107404936624416,0.0,0.0,0.2801157871298151,0.340004447409384,ST联建,-95.3153,-10.7316,-303370288.6,-315970346.6,83687497.8,1135055114.98,1701866616.82,1593476382.63,-112636551.93,-36391547.25,737874717.55,83687497.8,-127031592.86,ST联建,-107.8354,-33.4016,-1333052094.67,-1380416112.0,320497645.23,3013565856.08,2799925490.87,2238126806.02,-129647245.62,-17014409.88,734246857.8,320497645.23,88497645.23,2544204441.55,-69.91196126045452,0.0386109762020398,-5.71676976474855,0.1095191840699368
SZ300270,300270.SZ,300270,中威电子,浙江,通信设备,20111012,3660,20211019,6.42,2.4745,2.9363,0.0,0.0,0.0,2.4711,9.3216,11.0671,0.0,0.0,30280.6028,20510.9852,17285.6135,194401.47,131680.525,0.0,0.0655992884144985,0.1203024238381142,0.0,0.0,0.8663994655978624,0.6677785190126752,中威电子,-13.4794,-10.7856,-128855697.84,-117619512.18,15997535.22,208548638.81,1080700849.96,287837445.13,-87902372.41,-69951885.02,-135146968.07,15997535.22,-25869131.46,中威电子,-8.9398,-6.8144,-92923760.1,-88601894.71,-179714282.46,235646346.9,1321960201.04,396981341.48,-75528570.22,-56889708.96,-17654650.2,-179714282.46,-231760949.12,1808867731.93,-25.85874178248128,0.0645944633317144,-16.527994921667084,0.0670228266148615
SZ300297,300297.SZ,300297,蓝盾股份,四川,软件服务,20120315,3505,20211019,3.53,1.6327,2.2262,0.0,0.0,0.0,2.1065,4.2198,5.8215,0.0,0.0,124985.1707,95780.2179,70246.529,441197.6526,338104.1692,0.0,0.3931509895485879,0.4222815210140093,0.0,0.0,0.7221108884435538,0.5657104736490994,蓝盾股份,-33.0825,-10.9502,-1097508257.53,-1110203260.11,538171881.81,1045544313.46,7353524834.93,4458717352.31,79621441.2,369780984.43,2767970656.63,538171881.81,384313156.89,蓝盾股份,-22.5872,-8.4295,-949957706.93,-910175732.02,-168683072.25,1919439845.55,8640524189.12,4635659171.06,547510432.27,884060836.12,2818493276.26,-168683072.25,-265483557.01,7179947182.63,19.41675609333333,0.5203982515784361,-3.9740259144644,0.1236036911121903
SZ300300,300300.SZ,300300,海峡创新,福建,软件服务,20120319,3501,20211019,5.57,2.3135,3.3305,0.0,0.0,0.0,3.9772,10.5761,6.5355,0.0,0.0,67139.691,67130.346,46632.1034,373968.0789,373916.0272,0.0,0.3124305092283744,0.457638425617078,0.0,0.0,0.7552883544867512,0.7104736490993996,海峡创新,-48.3931,-26.5322,-596782689.98,-593874102.05,88337461.57,353598838.31,1845345308.7,935460789.29,-86779679.92,-48362812.27,262179112.39,88337461.57,85294236.18,海峡创新,-40.9761,-27.6385,-844499442.44,-808615677.87,-85802762.49,451533912.02,2459254325.86,969874804.15,-157887918.02,-117013236.53,303182164.27,-85802762.49,-137994292.18,4001859901.39,-82.74663348873115,0.0342399222923749,-6.297093569312011,0.1063623118018455
SZ300301,300301.SZ,300301,长方集团,深圳,半导体,20120321,3499,20211019,3.15,1.7759,2.8133,0.0,0.0,0.0,2.1727,1.9103,1.8787,0.0,0.0,79010.8769,79010.8769,49874.4215,248884.2622,248884.2622,0.0,0.1443184345118968,0.3073159884367356,0.0,0.0,0.3075038966822534,0.6519902156993551,长方集团,-3.2232,1.3675,-14532418.02,-37808291.39,104215538.41,1302857482.94,2738728428.73,1581592162.65,67019752.7,200887745.59,560777973.68,104215538.41,-130194461.59,长方集团,-30.5514,-12.3361,-474502022.04,-429400031.9,146268444.19,1617021297.21,3259026717.72,2066295798.94,36534916.05,179250534.86,656177219.65,146268444.19,369323823.61,3049620595.68,15.1807198927111,0.4072365225837785,-65.82795811445422,0.0259834871296746
SZ300307,300307.SZ,300307,慈星股份,浙江,纺织机械,20120329,3491,20211019,7.57,1.3401,3.0264,0.0,0.0,0.0,2.2279,4.791,3.3836,0.0,0.0,78054.1776,77176.4484,34173.9954,590870.1244,584225.7144,0.0,0.5092283744718701,0.6057371581054036,0.0,0.0,0.5150300601202404,0.6773404491883478,慈星股份,-18.3384,-14.9484,-556349785.15,-559000076.34,116035377.01,1233295415.13,3562763897.1,1011215371.83,-285294172.24,-180760969.7,-259842256.92,116035377.01,177874340.99,慈星股份,-24.1643,-18.3527,-864958906.65,-869607252.31,18815539.19,1521033807.33,3961651109.22,746592709.49,-242449181.91,-152733323.0,-259580395.38,18815539.19,-289184460.81,5648858987.08,-31.250435292835235,0.0592520641087906,-10.570126005503722,0.0825643516270034
SZ300309,300309.SZ,300309,吉艾科技,北京,多元金融,20120410,3479,20211019,2.72,3.156,3.7444,0.0,0.0,0.0,0.0,12.5612,9.9333,0.0,0.0,88612.3765,84584.7268,71292.8703,241025.6641,230070.4569,0.0,0.1309762063597954,0.2799644207249277,0.0,0.0,0.8499220663549321,0.7447187013564599,吉艾科技,-148.6989,-9.9021,-632537764.91,-586063452.09,401539088.34,191880559.41,5585293092.29,5470379040.85,-452174546.18,-428344139.21,1174913909.09,401539088.34,379037055.08,吉艾科技,-93.3469,-18.8604,-1247423932.99,-1184599905.25,-1055131536.24,1181850817.46,6157375047.16,5455367021.85,-1266660.27,20618252.03,1694592889.46,-1055131536.24,-938763410.28,3585170550.09,-8.369836824900117,0.0830500242836328,-4.112620625641512,0.1223895094706168
SZ300325,300325.SZ,300325,*ST德威,江苏,塑料,20120601,3427,20211019,2.44,1.5626,1.821,0.0,0.0,0.0,0.0,2.7427,2.68,0.0,0.0,100574.3085,99653.3768,85509.1878,245401.3127,243154.2394,0.0,0.136980209028241,0.2997553924838781,0.0,0.0,0.4264083723001559,0.4847676228596842,*ST德威,-161.2144,-19.4653,-687555443.23,-724813630.51,308273310.83,894742740.13,2645305916.11,2376605172.32,-24473192.42,53789077.91,1747181283.58,308273310.83,372047583.73,*ST德威,-54.4291,-15.5179,-698906021.03,-593648624.83,-102033197.41,1150825046.18,3335326305.91,2298556328.67,-1593323.28,87082710.56,1580959240.87,-102033197.41,134296500.85,4201194410.58,78.1049717492731,0.9062651772705196,-3.385716029199513,0.1274890723652258
SZ300334,300334.SZ,300334,津膜科技,天津,专用机械,20120705,3393,20211019,9.37,2.1728,3.8673,0.0,0.0,0.0,3.7637,5.6323,5.1584,0.0,0.0,30206.5356,29860.7235,16777.057,283035.2386,279794.9792,0.0,0.1956860128974872,0.3466755614854347,0.0,0.0,0.6733466933867736,0.7560595952857461,津膜科技,-11.1099,-2.5267,-82829498.78,-84211433.37,107241356.09,502523635.86,1842721294.08,1020964196.02,17772419.6,70671707.82,418607278.8,107241356.09,44376953.91,津膜科技,-66.3312,-31.263,-823210081.12,-833262284.52,73954696.75,516341745.16,2020568158.97,1111780507.78,-377730466.85,-327496096.65,491757152.2,73954696.75,84798126.46,3248959664.8,45.97256476488529,0.815444390480816,-33.61007256062574,0.0437105390966488
SZ300336,300336.SZ,300336,新文化,上海,影视音像,20120710,3388,20211019,2.68,1.6282,1.8695,0.0,0.0,0.0,8.965,6.3764,10.1729,0.0,0.0,80623.0192,73760.5287,64241.1957,216069.6915,197678.2169,0.0,0.0942850789415165,0.2252612853013119,0.0,0.0,0.8541527499443331,0.4929953302201467,新文化,-141.8439,-68.4683,-1664039132.72,-1701255090.83,58104907.91,338856416.31,1425644299.79,1121232209.31,-238904522.25,-223790480.03,776551347.34,58104907.91,-43508809.27,新文化,-37.8796,-24.2845,-1049919106.24,-951605270.97,616546945.65,556053770.53,3256479044.52,1218053919.83,-436827046.72,-406512158.31,829764812.68,616546945.65,-101699663.21,2937248262.34,-13.12499201014382,0.0786789703739679,-1.2700605139384769,0.1420592520641088
SZ300338,300338.SZ,300338,开元教育,湖南,文教休闲,20120726,3372,20211019,6.95,31.9112,39.2004,0.0,0.0,0.0,6.2099,2.7892,2.3305,0.0,0.0,34118.4492,30020.6939,24438.4681,237123.2219,208643.8226,0.0,0.1263064265065599,0.2470535912830776,0.0,0.0,0.3785348474727232,0.995774961085168,开元教育,-79.1767,-44.248,-826909189.62,-786124078.13,71308162.9,850157066.39,1433675784.87,929222660.4,-406882410.37,-332635487.18,-57977504.9,71308162.9,5058162.9,开元教育,-34.9463,-21.6277,-617036038.11,-622611564.64,151076606.95,1489345075.7,2186416190.17,724310318.43,71521479.26,172818509.08,-197562365.63,151076606.95,224326606.95,2313254714.1,-6.954323285561596,0.0845070422535211,-3.016358721183799,0.1304031083050024
SZ300343,300343.SZ,300343,联创股份,山东,化工原料,20120801,3366,20211019,21.8,20.5628,21.5275,0.0,0.0,466.7626,30.1862,14.5035,15.7251,0.0,0.0,115654.6046,94046.2306,89831.9678,2521270.3803,2050207.8271,0.0,0.8505670446964643,0.8567934178341117,0.0,0.9841021631482928,0.9240703629481184,0.9851011785634868,联创股份,-11.1247,-3.1965,-104896741.35,-96035065.71,118491298.65,1738388036.48,2173743079.16,1361375130.11,-120834899.0,-53976268.28,262396578.77,118491298.65,225342791.71,联创股份,-93.644,-39.2932,-1458032602.48,-1475697432.67,65904922.25,3513747937.12,3286654453.34,2339192757.29,-107401316.54,-17854440.91,30465651.4,65904922.25,185632554.02,25475100381.77,-471.9685371656079,0.0082564351627003,-262.5364351718732,0.0080135988343856
SZ300353,300353.SZ,300353,东土科技,北京,通信设备,20120927,3309,20211019,9.25,1.9221,2.013,0.0,0.0,0.0,6.0689,8.8354,7.4479,0.0,0.0,51098.0897,40225.8563,38408.3184,472657.3297,372089.1708,0.0,0.4216144096064043,0.4543028685790527,0.0,0.0,0.7906924961033177,0.5263509006004002,东土科技,-72.286,-30.5807,-945566101.35,-920555250.39,15313815.01,534959995.61,2487042619.13,1660072477.01,-330254818.49,-267891306.77,151626375.74,15313815.01,37957552.68,东土科技,-22.2839,-11.5189,-431996206.46,-445909241.18,-176090686.69,815987277.81,3276754145.26,1540778658.44,3827511.07,45478514.52,75402842.03,-176090686.69,204759669.35,4878199672.74,-18.209622893542463,0.0718795531811559,-5.134480841858816,0.1131617289946576
SZ300410,300410.SZ,300410,正业科技,广东,电器仪表,20141231,2484,20211019,11.49,3.0805,5.5059,0.0,0.0,0.0,5.6943,3.5429,3.2062,0.0,0.0,36917.2062,36439.6226,20387.6252,424178.6992,418691.2637,0.0,0.3735823882588392,0.498554591950189,0.0,0.0,0.4916499665998664,0.8343340004447409,正业科技,-40.2609,-12.7188,-322119798.14,-310459488.84,253875613.52,1197272061.32,2200141210.06,1570748408.55,-65350256.79,-22162322.8,185518963.51,253875613.52,148208523.41,正业科技,-62.3028,-33.2675,-954285747.81,-924155584.77,57807885.25,1045970416.22,2425111956.24,1475090330.21,-207717709.09,-173253682.19,227184542.35,57807885.25,72015176.94,4427305955.509999,-199.7672353869875,0.0189412336085478,-13.662932345372989,0.0733365711510442
SZ300426,300426.SZ,300426,唐德影视,浙江,影视音像,20150217,2436,20211019,6.12,0.6338,1.0442,0.0,0.0,0.0,211.5427,12.7492,12.8146,0.0,0.0,41477.15,39691.3168,24094.0219,253840.158,242910.8588,0.0,0.1505448076495441,0.2993106515454747,0.0,0.0,0.8875528835448675,0.2610629308427841,唐德影视,-64.9211,-0.1699,-85668631.66,-83622309.68,207984178.09,199102933.31,2249404642.53,2192225612.85,12013722.99,17632947.38,382496515.81,207984178.09,52984178.09,唐德影视,-50.9919,-0.9348,-126409824.74,-126842620.16,-484620106.33,-114856852.37,2287760715.08,2151326005.29,-561300721.2,-547032321.8,531492395.65,-484620106.33,-368880106.33,2920898095.81,165.6500205475008,0.9696454589606606,-30.355554513069265,0.0468674113647401
SZ300469,300469.SZ,300469,信息发展,上海,软件服务,20150611,2322,20211019,12.86,3.2544,4.5835,0.0,0.0,0.0,11.57,4.612,5.1904,0.0,0.0,20513.5376,18485.0857,13124.6743,263804.0935,237718.2021,0.0,0.1663331109628641,0.2904158327774072,0.0,0.0,0.67646403918949,0.7974205025572604,信息发展,-23.6054,-4.4005,-66651420.35,-61934782.04,-2832867.76,571998524.56,1033380890.06,739004956.62,-46163539.8,-40473266.29,181436086.18,-2832867.76,-120332867.76,信息发展,-39.7104,-11.5129,-173620760.8,-149284989.4,-63231708.04,640198270.89,1311478196.75,948628497.54,-138676077.39,-129949516.35,192342365.29,-63231708.04,-39231708.04,2819477021.18,-69.66270033601481,0.0388538125303545,-42.593851921465486,0.0369111219038368
SZ300478,300478.SZ,300478,杭州高新,浙江,橡胶,20150610,2323,20211019,8.83,1.2686,2.131,0.0,0.0,0.0,13.4534,2.7647,3.0171,0.0,0.0,12874.8,12667.3,7541.1315,113684.484,111852.259,0.0,0.0033355570380253,0.0913942628418946,0.0,0.0,0.4713872188822088,0.5482543918167667,杭州高新,-117.3524,-29.9098,-191987125.75,-191865170.97,108298451.57,411206776.59,402873555.38,338561628.92,-61616857.5,-42010988.02,199315620.72,108298451.57,-39701548.43,杭州高新,-71.8238,-29.2545,-288937443.64,-291647369.29,61651772.95,697250232.16,813635176.0,527869308.56,-74379871.87,-49827883.39,235905453.46,61651772.95,-44948227.05,1336160460.72,-31.805023487757524,0.0582807187955318,-5.92522777454881,0.108547838756678
SZ300528,300528.SZ,300528,幸福蓝海,江苏,影视音像,20160808,1898,20211019,5.82,0.8639,2.2353,0.0,0.0,0.0,3.0501,3.7965,2.3458,0.0,0.0,37260.8054,37260.8054,14399.6146,216857.8874,216857.8874,0.0,0.09606404269513,0.2579497442739604,0.0,0.0,0.3813181919394344,0.5686012897487214,幸福蓝海,-33.2177,-15.7645,-416984474.67,-413458949.69,202589034.93,571209354.31,2359527972.49,1447863538.49,-318626616.92,-160265028.91,-565083139.85,202589034.93,167589034.93,幸福蓝海,0.483,0.346,-24888992.98,-25596490.99,70112027.98,2138087936.1,2558581428.47,1232326716.9,71614.65,157651295.08,-413177443.68,70112027.98,96762027.98,1603495734.15,-10.00527529340462,0.0813501699854298,-5.244967790940165,0.1126760563380281
SH600121,600121.SH,600121,郑州煤电,河南,煤炭开采,19980107,8686,20211019,6.2,6.9889,18.8083,0.0,0.0,0.0,3.7962,2.7043,2.4534,0.0,0.0,121841.2038,121841.2038,45274.0982,755415.4636,755415.4636,0.0,0.5919501890148988,0.6775628196575495,0.0,0.0,0.3987975951903807,0.979986657771848,郑州煤电,-41.4159,-3.7632,-783422065.94,-863184576.59,2495872280.63,2793337246.31,14452403675.92,11885852146.06,-395350088.25,-23795609.08,-668222128.07,2495872280.63,2525695025.71,郑州煤电,-30.0654,-3.3564,-691850662.75,-786506280.4,1044870414.16,3579876520.95,13441602621.53,9620139421.67,150300724.02,553690483.45,-358132708.07,1044870414.16,1879870414.16,6885932507.93,-289.3782833958878,0.0131131617289946,-8.75149399198326,0.0925206410879067
